record_type,id,label,packet,priority_or_status,claim_strength,safe_scope,claim_roles,entities,ingredients,summary
document_profile,DOC_F203E734500B,PCU484484.xlsx,logistics_distribution,medium_high,,,cost_or_price_benchmark; logistics_distribution; retail_price,,,chunks=1 text=1121
document_profile,DOC_F398FB109346,pgpr_function_in_chocolate_explanation.pdf,pgpr,high,,,cost_or_price_benchmark; general_context; ingredient_confirmation; manufacturing_or_process; retail_price; supplier_relationship; sustainability_context,fda; usda,cocoa_chocolate; milk_dairy; packaging; pgpr; soy_lecithin; sugar,chunks=10 text=18441
document_profile,DOC_F89879677373,hershey_latest_esg_packaging_section.pdf,packaging_wrapper,high,,,cost_or_price_benchmark; general_context; ingredient_confirmation; logistics_distribution; manufacturing_or_process; retail_price; supplier_relationship; sustainability_context,barry_callebaut; hershey; land_olakes; target; usda,cocoa_chocolate; milk_dairy; natural_flavor; packaging; sugar,chunks=206 text=424001
document_profile,DOC_F976C0BE2B9A,usda_fas_cote_divoire_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,high,,,cost_or_price_benchmark; ingredient_confirmation; logistics_distribution; manufacturing_or_process; retail_price; supplier_relationship; sustainability_context,barry_callebaut; usda,cocoa_chocolate,chunks=23 text=46056
document_profile,DOC_FD5AB5AB5E8F,icco_cocoa_statistics_page.pdf,cocoa_chocolate_cocoa_butter,high,,,cost_or_price_benchmark; general_context; ingredient_confirmation; logistics_distribution; manufacturing_or_process; retail_price; supplier_relationship,icco,cocoa_chocolate,chunks=5 text=8212
document_profile,DOC_FDA0D8F4DCE2,mclane_company_facts_reference.pdf,logistics_distribution,medium_high,,,cost_or_price_benchmark; general_context; logistics_distribution; manufacturing_or_process; retail_price; supplier_relationship; sustainability_context,mclane,,chunks=5 text=7846
document_profile,DOC_FE10C8C34BF6,bls_ppi_packaging_materials_benchmark.pdf,packaging_wrapper,medium_high,,,cost_or_price_benchmark; general_context; manufacturing_or_process; retail_price,,packaging,chunks=2 text=953
document_profile,DOC_FEA243351909,alliance_sustainable_dairy_pa_page.pdf,dairy_milk_skim_milk_milk_fat,high,,,general_context; ingredient_confirmation; supplier_relationship; sustainability_context,hershey; land_olakes,cocoa_chocolate; milk_dairy,chunks=3 text=3642
rag_bundle,BUNDLE_RAG_ASR_SUGAR,What evidence supports ASR or American Sugar Refining as Hershey sugar supplier or sugar sourcing partner?,sugar; sugar; sugar; sugar; sugar,pass,,,,,,candidate_claims=10
rag_bundle,BUNDLE_RAG_BARRY_COCOA,What evidence supports Barry Callebaut and Hershey chocolate or cocoa supply relationship?,cocoa_chocolate_cocoa_butter; cocoa_chocolate_cocoa_butter; cocoa_chocolate_cocoa_butter; cocoa_chocolate_cocoa_butter; cocoa_chocolate_cocoa_butter,pass,,,,,,candidate_claims=10
rag_bundle,BUNDLE_RAG_LAND_O_LAKES_DAIRY,What evidence supports Land O'Lakes as Hershey dairy supplier or strategic dairy partner?,dairy_milk_skim_milk_milk_fat; dairy_milk_skim_milk_milk_fat; hershey_company; packaging_wrapper; dairy_milk_skim_milk_milk_fat,pass,,,,,,candidate_claims=10
rag_bundle,BUNDLE_RAG_WRAPPER_INGREDIENTS,What does the Hershey 1.55 oz wrapper or product page say about ingredients and nutrition?,retail_price_evidence; natural_flavor; hershey_company; packaging_wrapper; sugar,pass,,,,,,candidate_claims=10
rag_bundle,BUNDLE_RAG_RETAIL_PRICE,Which retailer evidence supports verified price for the Hershey 1.55 oz milk chocolate bar?,product_sku_1_55oz; retail_price_evidence; retail_price_evidence; product_sku_1_55oz; retail_price_evidence,pass,,,,,,candidate_claims=10
rag_bundle,BUNDLE_RAG_PGPR,What evidence explains PGPR function and use in chocolate?,pgpr; pgpr; pgpr; pgpr; cocoa_chocolate_cocoa_butter,pass,,,,,,candidate_claims=10
rag_bundle,BUNDLE_RAG_SOY_LECITHIN,What evidence explains soy lecithin function and use in chocolate?,soy_lecithin; soy_lecithin; soy_lecithin; soy_lecithin; cocoa_chocolate_cocoa_butter,pass,,,,,,candidate_claims=10
rag_bundle,BUNDLE_RAG_NATURAL_FLAVOR,What evidence explains natural flavor definition and use in food or chocolate?,natural_flavor; natural_flavor; natural_flavor; natural_flavor; natural_flavor,pass,,,,,,candidate_claims=10
rag_bundle,BUNDLE_RAG_PACKAGING,"What evidence supports Hershey packaging, wrapper, pulp, paper, or packaging cost benchmark?",packaging_wrapper; packaging_wrapper; hershey_company; hershey_company; packaging_wrapper,pass,,,,,,candidate_claims=10
rag_bundle,BUNDLE_RAG_MCLANE_LOGISTICS,"What evidence supports McLane, distribution, warehouse, or downstream logistics for the Hershey supply chain model?",logistics_distribution; logistics_distribution; logistics_distribution; logistics_distribution; logistics_distribution,pass,,,,,,candidate_claims=10
rag_bundle,BUNDLE_RAG_HERSHEY_10K_RAW_MATERIALS,"What Hershey 10-K evidence mentions raw materials, cocoa, sugar, dairy, packaging, or distribution risk?",dairy_milk_skim_milk_milk_fat; sugar; hershey_company; packaging_wrapper; packaging_wrapper,pass,,,,,,candidate_claims=10
rag_bundle,BUNDLE_RAG_COST_BENCHMARKS,"Which sources support benchmark cost logic for sugar, cocoa, dairy, packaging, diesel, trucking, warehousing, or retail?",dairy_milk_skim_milk_milk_fat; hershey_company; packaging_wrapper; cocoa_chocolate_cocoa_butter; cocoa_chocolate_cocoa_butter,pass,,,,,,candidate_claims=10
candidate_claim,CAND_RAG_ASR_SUGAR_UCHUNK_001773,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, sugar",sugar,rag_retrieval_result,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context,hershey,sugar,"--- PAGE 1 ---
Sustainable Sugar Sourcing Policy 
The Hershey Company is committed to high standards in responsible and sustainable sugar sourcing. 
Hershey currently buys sugar for its operations around the world. The sugarcane industry is nuanced by 
geography, with sustainability, social, and lab"
candidate_claim,CAND_RAG_ASR_SUGAR_UCHUNK_001623,"supplier_relationship / ingredient_confirmation / retail_price: asr, sugar",sugar,rag_retrieval_result,background_context,modeled_route_context,supplier_relationship; ingredient_confirmation; retail_price; logistics_distribution; sustainability_context; manufacturing_or_process,asr,sugar,"oduced in a 
food grade sugar mill) or sent 
to a sugar refinery for further 
processing. Both of our sugar 
mills in Mexico and Belize 
produce food grade sugar for 
direct consumption.
Our refineries in the U.S., 
Canada, the UK, Portugal, 
Italy, and Mexico process raw 
sugar from our mills and 
"
candidate_claim,CAND_RAG_ASR_SUGAR_UCHUNK_001620,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: asr, sugar",sugar,rag_retrieval_result,benchmark_context_evidence,benchmark_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; sustainability_context; manufacturing_or_process,asr,sugar,"ervation 
and Circularity
Sustainable 
Agriculture
Sustainable and 
Ethical Supply Chain
Employee and Community 
Engagement
Governance, Communication 
and Reporting
Closing
Appendix
About ASR Group
ASR Group is the world’s largest 
cane sugar refining company.
7
ASR Group Sustainability Report 2023
"
candidate_claim,CAND_RAG_ASR_SUGAR_UCHUNK_001621,"supplier_relationship / ingredient_confirmation / sustainability_context: asr, sugar",sugar,rag_retrieval_result,medium_context_evidence,context_only,supplier_relationship; ingredient_confirmation; sustainability_context; manufacturing_or_process,asr,sugar,"mpanies that collectively farm sugarcane on 285,000 acres of land in South Florida and produce raw and refined sugar. ASR Group is 
maintained as a separate legal entity, and this report is restricted to the business of ASR Group.
Our brand portfolio includes:
8
ASR Group Sustainability Report 2023
"
candidate_claim,CAND_RAG_ASR_SUGAR_UCHUNK_001652,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: asr, sugar",sugar,rag_retrieval_result,benchmark_context_evidence,benchmark_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; logistics_distribution; sustainability_context,asr,sugar,"d agroforestry – offer communities opportunities to increase 
their resiliency in the face of climate change adaption requirements. ASR Group will publish 
more information on these actions as we develop our Sustainable Agriculture program.
Raw Sugar Sourcing
34
ASR Group Sustainability Report 2023
"
candidate_claim,CAND_RAG_ASR_SUGAR_UCHUNK_001687,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: asr, sugar",sugar,rag_retrieval_result,benchmark_context_evidence,benchmark_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; sustainability_context,asr,sugar,"ves in FY23. Projects included improving on-farm 
productivity, biodiversity, reforestation, facilitating microbusinesses for women 
and youth, worker health and safety, child labor and raising awareness about 
gender-based violence.
Our Fairtrade Commitments
67
ASR Group Sustainability Report 2023
"
candidate_claim,CAND_RAG_ASR_SUGAR_UCHUNK_002049,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target, sugar",sugar,rag_retrieval_result,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context; manufacturing_or_process,hershey; target,sugar,"--- VISUAL OCR PAGE 1: page_001.png ---
CAREERS MEDIA INVESTORS
HERSHEY.
f& > Home > Sustainability > Sustainability Issues
Sugar is an essential ingredient in many of our delicious snacks. Sugar production provides a
livelihood to growers and local communities. At Hershey, we are committed to a sup"
candidate_claim,CAND_RAG_ASR_SUGAR_UCHUNK_002278,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target, sugar",sugar,rag_retrieval_result,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context; manufacturing_or_process,hershey; target,sugar,"--- VISUAL OCR PAGE 1: page_001.png ---
CAREERS MEDIA INVESTORS
HERSHEY.
f& > Home > Sustainability > Sustainability Issues
Sugar is an essential ingredient in many of our delicious snacks. Sugar production provides a
livelihood to growers and local communities. At Hershey, we are committed to a sup"
candidate_claim,CAND_RAG_ASR_SUGAR_UCHUNK_001678,"supplier_relationship / ingredient_confirmation / sustainability_context: asr, sugar",sugar,rag_retrieval_result,medium_context_evidence,context_only,supplier_relationship; ingredient_confirmation; sustainability_context; manufacturing_or_process,asr,sugar,"munities and play a significant 
role in the local economies. We recognize 
that buying sugar from organizations in 
these regions brings specific risks and 
responsibilities. As a major buyer of 
raw sugar, we strive to use our scale to 
eliminate unethical practices while building 
capacity at the"
candidate_claim,CAND_RAG_ASR_SUGAR_UCHUNK_000866,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate, sugar",dairy_milk_skim_milk_milk_fat,rag_retrieval_result,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context,hershey,cocoa_chocolate; sugar,"o identify the specific source from where the ingredient comes in a given Hershey product.
40 
The Hershey Company | 2021 ESG Report
The Big Picture Our Company Cocoa Responsible Sourcing and Human Rights Environment Our People Youth Community About This Report
Responsible Sourcing and Human Rights
"
candidate_claim,CAND_RAG_BARRY_COCOA_UCHUNK_000442,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: barry_callebaut, hershey, cocoa_chocolate",cocoa_chocolate_cocoa_butter,rag_retrieval_result,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark,barry_callebaut; hershey,cocoa_chocolate,"--- PAGE 1 ---
Hershey and Barry Callebaut Announce Strategic 
Supply and Innovation Partnership 
 
• 
Barry Callebaut to supply a minimum of 80,000 tons per year of chocolate and 
finished products to Hershey under long-term global agreement 
• 
Hershey to leverage Barry Callebaut’s premium chocola"
candidate_claim,CAND_RAG_BARRY_COCOA_UCHUNK_000443,"supplier_relationship / ingredient_confirmation / sustainability_context: barry_callebaut, hershey, cocoa_chocolate, natural_flavor",cocoa_chocolate_cocoa_butter,rag_retrieval_result,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context,barry_callebaut; hershey,cocoa_chocolate; natural_flavor,"D 50 million (CHF 65 million). 
 
The two companies also will work together on efforts aimed at building a sustainable cocoa 
supply, including the World Cocoa Foundation’s Sustainable Tree Crops Program, the 
International Cocoa Initiative Foundation and industry efforts to implement a certificatio"
candidate_claim,CAND_RAG_BARRY_COCOA_UCHUNK_002038,"supplier_relationship / ingredient_confirmation / sustainability_context: barry_callebaut, hershey, cocoa_chocolate",cocoa_chocolate_cocoa_butter,rag_retrieval_result,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context,barry_callebaut; hershey,cocoa_chocolate,"--- VISUAL OCR PAGE 1: page_001.png ---
® My Barry Callebaut Careers Contact B= United States - English Q
| BARRY (()) CALLEBAUT | Products Segments Services Brands Trends & Insights Sustainability v About Us v
f > About Us > Media > News & Stories
; oy
.
ox A OS a ihe 1 Pa
eae ee 08 » ‘ .
y fat ne "
candidate_claim,CAND_RAG_BARRY_COCOA_UCHUNK_002137,ingredient_confirmation: cocoa_chocolate,cocoa_chocolate_cocoa_butter,rag_retrieval_result,background_context,context_only,ingredient_confirmation,,cocoa_chocolate,"--- VISUAL OCR PAGE 1: page_008.png ---
Cocoa Beans: Chocolate & Cocoa Industry Quality Requirements
8"
candidate_claim,CAND_RAG_BARRY_COCOA_UCHUNK_000447,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: barry_callebaut, cocoa_chocolate",cocoa_chocolate_cocoa_butter,rag_retrieval_result,direct_product_or_label_evidence,sku_or_label_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context,barry_callebaut,cocoa_chocolate,"--- PAGE 1 ---
ANNUAL SOCIAL 
AND ENVIRONMENTAL 
IMPACT REPORT
2024/25


--- PAGE 2 ---
3
This is Barry Callebaut
4
Letter to Stakeholders
6
Sustainability
7
Our Sustainability Journey
8
Forever Chocolate Introduction
16
Overview of our Forever Chocolate Strategy
17
Prospering Farmers
23
Human Right"
candidate_claim,CAND_RAG_BARRY_COCOA_UCHUNK_000213,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: barry_callebaut, cocoa_chocolate",cocoa_chocolate_cocoa_butter,rag_retrieval_result,benchmark_context_evidence,benchmark_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context,barry_callebaut,cocoa_chocolate,"--- PAGE 1 ---
ANNUAL REPORT
2024/25


--- PAGE 2 ---
3
This is Barry Callebaut
4
Key Figures
6
Fiscal Year in Brief
7
Letter to Shareholders
9
Overview
10
5-Year Overview
11
Risk Overview
20
Business Highlights
21
Financial Review
26
Business Review
28
Financial Reports
29
Consolidated Financial St"
